objectid,Thumbnail,Character,Unit,Merch Type,Preorder,Purchased From,Title,Collab,In-Game Event,Quantity,Tags,Pictures,Auto-Tags,Color
793,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv97Ebd3AE5gCd2ROJAJ2rr4Sl95mo8yJKVr_P5wEI-96n_HWlo6zKVa25lKOTQOJynIaYucDpcvk8GQhjW3h02dDp5AmPEepSV2O2cpY-dBGJR9CTJ1ZlvIVrlGOfviMqLGgd0S3sWGl3D2FHpiIbjyQoacFJwIJRLLm8EEbHfUfzoIwQEX6M1shn2Px5PEUfX4cVYrt,Honami Mochizuki,Leo/need,Trading Cards - Wafer,false,,Series 2,,,1,wafer-series-2 initial-3*,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv977GbYlUblXpYbUeU7bIMfkFZ8pHet1ceBDjpO5AsRxeDl2ABmYwqtkOGiok0fa4Tf5d_6QZAwCvGNXB5ACbBkspee0rxugD6lsjLCoTjoFAtCi6v-vJ6fitSW6Iyff-knTPTnImBQ-6nR8gT_loY-wYEvYi-H_FIwdppLpB6J2cdhODF1z271npoBJs863_vZv3XG-,honami-mochizuki leo-need leoni tcg cards trading-cards wafer,"#EE6666"
794,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv97AwlfSLIf6HB-KN1n1M-sZBIZ6SpktY3JLLh13Qj879mgVOrrYCC6n45XubCCkkb4eN5dDtOqdFH2Iv5zU7rs9oO1VMH9bswBgBWR9QpuU0Xk4nDAW9RuDhhBVAPY-vU9rHcVgfEUn9L_8IxS_Z5OzlZv-7T0hO8HzYnsVnxBl1qCUVa3jtt1L2zq-eAG7jNIGkLSc,Shiho Hinomori,Leo/need,Trading Cards - Wafer,false,,Series 2,,,1,wafer-series-2 initial-3*,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv94fd8k5tsGfvS5lP1LPLbn2kaC3Ps6Z4H4ppzjPEFMZaNU5eJU0ru_L8ezjCzK-nR-fBHwrUcC-tib4KXM0a0891KDl2bG40zCRP_hMi5QhpHQZFRNZGPOqWBThwmIAZJOFbO1-X-OgDyVDj13xbyCFM9gZ4ahE0fcYqPyU_11IhsWqyRY24VSvgbvRCGeQ9V7j-vUW,shiho-hinomori leo-need leoni tcg cards trading-cards wafer,"#BBDE22"
795,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv96HbzB3i9R399skQkkJZpZ-YbepYCWDUkZEeZSyU4OCr4uIKtq5h2gLHc_z4QaIJSoSyLyii3f7rOckWCBRre8fP6YrD9u-YXgxYOtPYQfQ0-Y4_8PN3ZvIHvvuE4tvmS0QJ1fOnTmK78rBRolm8s5PBBsZN7saG2tptMjo7CYHoCcF2JA-Ip82WCzSg86cd9Tt03SY,Luka Megurine (Leo/need),Leo/need,Trading Cards - Wafer,false,,Series 2,,,1,wafer-series-2 initial-3*,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv96TLMScLwzPR3nJjpMGbMZEvtK3nWnn8J6i3THh9Y5i8vOjASvh4zAXgOIV3JilBavxMwwbKMRE9taN7EN33EHu3Z_GTJH1ehg_Gkm9EZhI_s_dA2mY9tovHfBsU1cA6Dh8T4asmSvYMwHFmY0JPssm35QrE3i2bOrPBmiStswsty97VHNlJqAD-vF38n9MMyigTnHl,luka-megurine virtual-singer luka-megurine-leo-need leo-need leoni tcg cards trading-cards wafer,"#FFBACC"
796,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv94bezHWpbCK4b_yfoXimXsKZo0-xe1fdTgE7Uq6yAJcAKsQzExJII0dACsbWmHtKrx-tqYn_HiD8k_FYyaJ8I-T1826Z_CRFsuFriBPK3RfZbharnL3gvXA-QBEKtv2SP_f-q955w92RFGre9pFEApvhB64h8DrOGzAWtjTTzgJK3IRGgFlksZ0wib-MjcpxbZMnpTX,Haruka Kiritani,MORE MORE JUMP!,Trading Cards - Wafer,false,,Series 2,,,1,wafer-series-2 initial-3*,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv96zvuEtJ3Cxd9P-jTNj6IsqqyiwINNASt5si4dtFrpS8Nt1zY4ZZ6_dwITkDXC6DavWvgvruCdODtVNFmqM89DMwYcho_EifFnDsYkrAs35G7tEe1HYZjc7LFh7L6umay8a3C2lh8qL_RgVlgCseZMSggpCXmcj4Wys04oo6HTcdtnnLtJ70YZ2SqVYpSA0rtFVnoea,haruka-kiritani more-more-jump mmj momojan tcg cards trading-cards wafer,"#99CDFF"
797,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv96sxqEVCweGlzyHQxbMT8S9hvPEidzo-pjEgm2Vh0hLuM_mMeri3Tt9IZlC_6O3jspGBGYBH5XNKyA09rQhO3MzPjiN2jh-RbMHcw1UPcKlXW8CViFeIOIuMj9JoenZrRGlsrFT6UcZhCQPggSyWpD9d7CBB94c6Gr7_qX__2pQoGU3JIJu1LMBMcQifcSLrU7rL4ZD,Airi Momoi,MORE MORE JUMP!,Trading Cards - Wafer,false,,Series 2,,,1,wafer-series-2 initial-3*,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv97s48JpxDFIAvKccvXmn6x-dOVxwXOAveyENuZpa05_tO6dDOhuNDlES1cWubFsu0EpZS_nVpacRZ_5ZU9_pwJUOxUSiloYuboiFySdwAWVYgwqZc4pJHVGlCEN1w8Z6coIzte4pwIiaC25iOdaE-SNPyo9DlgCEnap5my9aSRogNUGvP3I-wEm_jIvckp2wK9q60k0,airi-momoi more-more-jump mmj momojan tcg cards trading-cards wafer,"#FFA9CC"
798,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv95KUO8rKEWQJm7IzuZhX4tfFb_LJ1c1rGhIvLE9pghtEY9-OEB3trV2N25WuJjHx7Cs4yR1E9PxsPsYO_XQzk8dzfsAcaH-DpmzHENYd-H8BbpXxrMuoG6nvEveLSfU7SNZ48F5M8EmhUygAgT0r9DTCXDShAg4Hv2fmqJH2E3TK0dq0ublECKfQAhOTO6yD2miTWib,Shizuku Hinomori,MORE MORE JUMP!,Trading Cards - Wafer,false,,Series 2,,,1,wafer-series-2 initial-3*,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv95k8wASKMnCwDV2hRuC0avxF-w_lCosCrjtyRLSO14SfRcuJH3Q3oDRJBKt02X3gBhuC_L3lOgjPKbLdCijZoLl8XJLpMye6I3Z4_rC7QjLsRqeeY_zo8m0hyY-bW0Wk-V2W97DNUC8ob63ZvRlPYxXlL24bcPCiZk_bS7nunG4jNkboOflJUqItycoVMg1mQLwopUT,shizuku-hinomori more-more-jump mmj momojan tcg cards trading-cards wafer,"#9AEEDE"
799,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv95Wd6R5qei-RWX9BSJ_FZaxTWQ3J-yxI1jRfeABZK7fBrrw4meO2c2ub3POVRolvNYkW4NlB4KyT7GWgmwUCgRMBjh7ss2XhFuJh42dsGL7CSIF5NjViwYRAo6bfVFDWkQkljEteiQZT9JfUMgBH5S90VXb-1Ob6vi99HzqLSS7PsWEL9vd3o90cGYaG3xNHrn-IhyZ,Rin Kagamine (MORE MORE JUMP!),MORE MORE JUMP!,Trading Cards - Wafer,false,,Series 2,,,1,wafer-series-2 initial-3*,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv96T2m2s6zix44HuE6HQcFdtKwn2Y1jRIkVTM-BMZ8i1DEcdB4pEFKskCbuFccX40qpA_hkbOprZ1ADVaqtDzO0p6CfjjhMhmCGn6L0vigDCcFauHxS6it5L5kRLpIrulk_HxNc1oNUsXm5Q05k-QUcqrvOjm7VdWtop-Qzc99uJz1JJ-Jlc9OU7xlzwbJAQ-8fDgFVx,rin-kagamine virtual-singer rin-kagamine-more-more-jump more-more-jump mmj momojan tcg cards trading-cards wafer,"#FFCC11"
800,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv94v3VG_jsQYH44X5qvpxOpdS27yFIBOACsbM-oMuojHGP93whRtdL6EDqCCYFdcpduBK3fvbNfNAIUb0mWgJ3U6OkHPXcr3ANmCNnCKW_vF9I2YRsHCt-P2RjwfubgEwHS_A09tHAjc0MOlVBlCAXPxuojNHb-SgsO9IrdqWZey7xEGjXhiWPUO7-rtB9qf_nM5XJvZ,Kohane Azusawa,Vivid BAD SQUAD,Trading Cards - Wafer,false,,Series 2,,,1,wafer-series-2 initial-3*,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv94NafKhBypnkf79QoVRwczTlnUa3LfHLVayZ6KbuL2Pv9ntMM37PWNjv1JhcvYPWjh86dTRBSaR3mC3DpGe3P-CxzpSGLBbR1Nqek2gX_rpZQyqqbs2T7h5GCLW6RRNu3Ji8PUjJWs0GQquXEHPr35aI1F1IIntmU_AZqB30tW21ygXryPKGvXk3ERjZmw2-HjolK7l,kohane-azusawa vivid-bad-squad vbs viviba tcg cards trading-cards wafer,"#FF679A"
801,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv97HFmFFv0XOj66ZqxQ29B1pHF2EvMa95hhra8RTd9GjTbuy8q-ADyr3TBMFJhfpgzBVhsdjYUWP2rye0LeHWoIatuQ9WQf3AE9g7LZf1OPVLEpKkQBwXOKMzfvdkv_OUtaOAsj319shzZbXRfycgV-_LeGcQEKeG97OZ34s8uMU27EoLpfwNStU4s18AAqXGTwniCxZ,An Shiraishi,Vivid BAD SQUAD,Trading Cards - Wafer,false,,Series 2,,,1,wafer-series-2 initial-3*,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv96IxwJeufcDZD7qXokdnsRxIuJi1noc-dfe3KwY61Uit2SBFHEt8617ESotJjhvNeblSmtgCGSqXIPdVy7zogF4x6hSk5jZMVcL8gWLNfKrhtgdp71zN4jt5baY-4fIYzUIDfjUfOGHYvXVZO0gp5Y9AcXrN1uNPCTCSB6uk7ywHk0bXLJWrF5boVt7aTmrUQvSoEyU,an-shiraishi vivid-bad-squad vbs viviba tcg cards trading-cards wafer,"#00BBDC"
802,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv96QKYzoxD8_GEPY1LyF-b18pMWWZJxkQYuAYiW2zCZmXe8tgiiTWE8JHT4OoP5A8hTNvh0VDXvKbByiMaP1nKFccpuvmOqVAkniv4uhI0u0BSgH6gQ5Dq36neIaiZ388HAS0PbixF4Cp-ScNm0QQkdc3wX2-3nxmlA6KBfBCCST8_6zluftvU_z92saBxsPjUOyBmgR,Toya Aoyagi,Vivid BAD SQUAD,Trading Cards - Wafer,false,,Series 2,,,1,wafer-series-2 initial-3*,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv94IiEkMC1Wawhr9T5WGW-AxDwgL6NgkJVV0yw0hPMRTqUFEkayoxBX76JjOweK7hVq0sGNKAajRxTPcvwU-BIj2MWv_6jNAzrz--nhPpg6t1VCxMqmkb55II80bNDsNGlfMi9S7EtKOyi-T8_YJwR7u-3Rqx6sxZHEaBsS-cvYZS_SkPVGZ66gSb3vbH7_t_xDF6Afb,toya-aoyagi vivid-bad-squad vbs viviba tcg cards trading-cards wafer,"#0077DD"
803,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv95h9klulomUQnu7GKlSV3227aIBVDanSn7LvotUVZFioGk69OmVB1h_yWg0-TBIjtwyEyPxuUnP35JsqDJBkJZEcm34Pa8bRs3Gfg6xP9I21fY7lqIINu2p8a4aycHG7x2R5AoSN4t1xoKt449-OJ8_IqfrB8cAhBuXE9Mv-t1sDg6dyIbFuWicHkI_96UQ1pkdORtg,Len Kagamine (Vivid BAD SQUAD),Vivid BAD SQUAD,Trading Cards - Wafer,false,,Series 2,,,1,wafer-series-2 initial-3*,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv95UbTSDJx5J7Ed-7L1-JLar0Jhn0LpZhxAzUOz0CYLovZEj9qGFVbRj_Y-uiVdYyNvOvl_Bpx_KlcUs8yPL6wuoImM53LHZ33YYkdaRMLXl8hXk2sKDoqVjUR2wV3WjE-qpIK5eiA-P9zfGp1y99wtah_PuCMWjwuwlb32yZ7X8KuX99iYL-bCcSkrQO4gJbk39BJ_I,len-kagamine virtual-singer len-kagamine-vivid-bad-squad vivid-bad-squad vbs viviba tcg cards trading-cards wafer,"#FFEE12"
804,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv970Evki2R_yQyxItOl6Dt9m_hsTlH2TQdCGWPrmtWeDhgSvm00Esa3Y9Jj_Q3HlhTjjgZtZTn_zwB9U3Pf3VaoiC8-lrdv2-PuAhGeDmOIr6jLh9ALhS4TTkWUst46qq8LhOqWkMjnUAy5OCNMiQbLUHqHc-GT1rixbFHsLGQsJngQOGiUZqkPDsJXs-bDE9Hs8u913,MEIKO (Vivid BAD SQUAD),Vivid BAD SQUAD,Trading Cards - Wafer,false,,Series 2,,,1,wafer-series-2 initial-3*,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv96ztv_Ao8UwFgZd1Kj012kzEOVvr0KvNJZ8bRejWaeffViY0Ltj17K1lO1uPU3gW4h3Ep93HNMG5D7ST696OJa5RfcwCP7efQmeLAC6joC4XNKfRcFA6vb4xjke24lEdsC_itxbD5gdN5rz3xkwayhS4a_BSBrQL0SYub3Lu5rpKnC6CDKNoTEVx4KEkhn3qSIuDvXt,meiko virtual-singer meiko-vivid-bad-squad vivid-bad-squad vbs viviba tcg cards trading-cards wafer,"#DE4444"
805,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv96oHpNIsVOgncYRoH3nYgA9RDE5fMRF6mfAqy3r-Kv2mLtc-azZJ9UCT7LY5Vp-CDjIkVDBKAVMYj8zdR4dAwh2v3KnpfIY-vtcZkvyX7MbtK0-HdBZ--0bAdxTf2f-zurGAKzEvy4JZepCUAXZgp_uwj4Qfgvr5wq7CU3ez-lai7hKzKIbaFAU6ZGQ-EO631C3LkXp,Tsukasa Tenma,Wonderlands×Showtime,Trading Cards - Wafer,false,,Series 2,,,1,wafer-series-2 initial-3*,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv97vOLKKq2XWY0RHCs2gQZ5tgx6o6mTrTrepqBgw0yDlCzmear3zEkRxtaSqtchmfj1ftPkSp16y75TN4VvzgWz-pxzyDaOB0dqSO-fnosy5r_UXUYaNdU95RFEHl4O_cHEgkTHTqpZVYKgeimeGkXL3CTiH4yU_xx4o1ZY4LZiUPS9nR2tNxDEGX7bXdGhAj9vb-8qR,tsukasa-tenma wonderlands-x-showtime wxs wandasho tcg cards trading-cards wafer,"#FFBB00"
806,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv95FRH93XQSG4PfK_Hexjxep1FWpF_-NDvfCq0lHwCfACIfSuHNU3DKj_T7SMRSIX_7rj7YzV5PM7prvSlbMl7qvc-z7HUN6O_odcnDgJ8cKO8b2kTWpc_umnATmB5aPZSdYpQJJohAZKWkM8mh1CWuI68u0PKYAstpsvbfum7-aoFfaGBo-ZxO1UDTZo6-1ktG919-m,Emu Otori,Wonderlands×Showtime,Trading Cards - Wafer,false,,Series 2,,,1,wafer-series-2 initial-3*,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv97DdTBFfuCaIOZBts2qSv7movkdJLxcgGew4xpCk_yrND3TVVgH1y3fjXJgMSkyk8HJpFBWbIcuEQEPYgG9bjYZE9m0rvUKrNm49tzfOi90xQRVLqtpmY8GqmRnBVOoqwP9CMAqfoObwFBFMQ_QEo7Na-OyFehE4Ur0jA8Ez2KC93OBUD4ZZOFNHJag3TgywlQBl0UA,emu-otori wonderlands-x-showtime wxs wandasho tcg cards trading-cards wafer,"#FF66BC"
807,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv95SQ2-61L5DzWleeLMXidh31ag2RWfAbftuEf0FnuiSL9UQcAjAxpOq6qcprV9O3XcK2j5orZ0i4KgUx0Y0yvlxXCL7fbp0y69fB6hsVaKc2_WokhnGjE8-HlXS0OgCyDCWjtzdg_v0fdT_VrePsLNP5W0Jg8lw7paHy67rFLNkzCICKc_dRBHH4II4cdk1aHmQgf-H,Nene Kusanagi,Wonderlands×Showtime,Trading Cards - Wafer,false,,Series 2,,,1,wafer-series-2 initial-3*,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv97B7Io7YcCHNmuuuO5emWwFPBZPQKgM8P67V6PQ9vtKTACkg8fU3QA_sErbAv4K1y8A40F-jduLsfnTz4kFtE7-UI71lD0sGj1-RsvOnOVcr3Y0rW8WNfKdAqEx8BJAxje_EMZSnSgrg_JvYlEkozNgqZXPUCoA701nm1i7V6q08W02XiisL78iOgiv7xODC_bgOyWr,nene-kusanagi wonderlands-x-showtime wxs wandasho tcg cards trading-cards wafer,"#34DD9A"
808,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv969-oNwMlEk6YESX8GBpjHDEgycQXdfnzisGBvut4ECw-Tq61XEK5tA-QFeiJQij73RS3VM4qmF7qTSxPVUK15Bbqu7Vs2o4aFnH4gZ_wg76Ng_08ZshUkXjLqo4BOVuH5exa9fxTneC104EnEUo8PR2IsSpuPzRDHd_kd2-fzF7jnn5COGzNnO4CF2ow30rvLmynnw,Rui Kamishiro,Wonderlands×Showtime,Trading Cards - Wafer,false,,Series 2,,,1,wafer-series-2 initial-3*,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv95ULaxY3bsT94Vu0qH5T4ejoOljrVDyvxON3BpiFjYmpR5WMo7LpApLxGJZhJ6K5QRoWVB3UI42REa9mdFXicl_qCk9JHJ0n-kdLvWuQSHtZWzQyPUHtimjTVS4ZRS3spcSydL1KpZbD6d4TR5nnx14pJze0l6ZN_m3Z2Thp-Yzmr4HTMQYiEvbFb5BcShSRV7VMxo1,rui-kamishiro wonderlands-x-showtime wxs wandasho tcg cards trading-cards wafer,"#BB88ED"
809,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv97tymqxk20Lk9GQjZ-uofSyXof7mkdtjZ-GVEbbzWBbAaf6bGWF6CGJ6Ss7JuXJmqCEDgkSfSJ-eSxtrbIB3IyyDPYvoA05Unwwm5u3zTJP7jbVARq1eVXh1RAZfDQI5ycKJ_trWMWnn-GiArHxlRSPQua2IbETZRrr_WFwRgs87jDRSjIuIztMHHWoLy9b09n2wF0n,KAITO (Wonderlands×Showtime),Wonderlands×Showtime,Trading Cards - Wafer,false,,Series 2,,,1,wafer-series-2 initial-3*,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv95DpSGmiZl2VSA4wKdnuNuLl4H0vvLfeLq_EEM_aWY2elp6McmZXu9TklAx-K5vFC28CI4T5RmX2nWfpdTqbMcEJBE4WTc851gHFHOGsLkTU2uqvOjlrOkXQvy2C39dhFw41L2Fizj0DiEmR7c6I6CLbmkqsW1MlGqwgnv1xbaZYoGx8idMA3U3Va6R73uj0lZIKK6F,kaito virtual-singer kaito-wonderlands-x-showtime wonderlands-x-showtime wxs wandasho tcg cards trading-cards wafer,"#3367CD"
810,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv95i_8VlIKUP1Va9tg_IS9T3RBf3MS7nyiFdaKzWaEI8SWVTJuBqzGmtGJQAPtI-lmREEZFAkW8A9yb3yqhPkvtGdyp8Wg_9COqBAR6iDNvcW-5nQAUbHC5gmolM2eNbOnSpURxnRACj4_JUHmvst5hIsS31gR3aFV7ybhTIXgHn06WWbtugrhw-MNpKSrMff7qjLlo-,Kanade Yoisaki,Nightcord at 25:00,Trading Cards - Wafer,false,,Series 2,,,1,wafer-series-2 initial-3*,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv94bu31JWeg6i1yThYYQx1DltbXafTs7XM7FqKm0JNJ-ncR2W4YmJNvs-OR_995D0bM8TCXBN3HWGsVjJ0SLlL0yPdGTeDnbBiFdPpICXlF4TfnPLVpQ0R-_s41Z0mMYxaL_9wbcDJp2diExzZ4hxQMF7yJR7QQt4PT314JFzkkQkElK6ZTqO0kxfNeH57IipK3DhTZI,kanade-yoisaki nightcord-at-25 nightcord niigo tcg cards trading-cards wafer,"#BB6588"
811,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv956uqQHC9xzieyWIiNfIXrDJe586uh66IEdwQofV33JPd4dOCsHCwF2VLf65ixMhGEFVdbS6HC2akuARbI5FdeC1Gdyg7hiMPZm1AbOJ7z8M9FMxi1kMAHBjcE289PfiUTJGwVJiz6tUgzBwB9Ao69NH2-pj0dr_m2k0md2v0aRc3rk0rNFqlj4sY19w_JOIm-K_3rk,Ena Shinonome,Nightcord at 25:00,Trading Cards - Wafer,false,,Series 2,,,1,wafer-series-2 initial-3*,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv97WLQIPe3RL_2axHF9YVe2yuge_JNAKteJsBnCrGRHdVQlxasaI8dQzYF1jm8EPuUpb0MGDoc4BRtPH3hn80L21lXegcAanXudIDxTihbAuY5Me6jCKDvdR_eSiDByisBkgOIDaVGZML8JPmy-urfuemgkL-yxvbGxFilDvzad42QOYTXymMIK0q2dyyt7cJOHq98Fq,ena-shinonome nightcord-at-25 nightcord niigo tcg cards trading-cards wafer,"#CCAA87"
812,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv96mvaTobZuJ4_4wseTeOLEIJoAnsOVir7EqAtKBP9qAExY3lhG6e7h7qO2Z0d-wXECSePqeg3Il-rfS9I26P3dRUWaJg_Re1WJ-NPdF_fu0msDifObi5pJWT7fzAi8OnXdLMPF9HyQfDbaELbQ1yBHwYt1roNYM9lubTW5mxZK-Byb2oTVZgVoUI4jHkhotxJXIOnUF,Mizuki Akiyama,Nightcord at 25:00,Trading Cards - Wafer,false,,Series 2,,,1,wafer-series-2 initial-3*,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv96PngHgmRDmIfz58enU-Cfh3Mz1ps66uykp6Eebs6wlMKEMILPyp_1tdcxRSc9cbXvkeiljY_mv3pgsveOv_sEaoISE5YEjMV4i__uM9FBt44ViCqjmLezRlwhtLZVVyli9uPB1XcJLaZLsao1wAiv6wtgP8xCwAz_S6cmOB74Xqu3XuG0YGUjqS3AWI-ret9XIj4Br,mizuki-akiyama nightcord-at-25 nightcord niigo tcg cards trading-cards wafer,"#E4A8CA"
813,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv95rfEscfS7YxaTts7PLxtUZptc94lXKSkp3bX6oP9ljTs6meIw5uM-OuXoLDkkgn-zkjmF7C2eBtjI6p6A3da61kCkqgyR_tquQWxVT5Qx_Z7gNiwvTEbQCf7kvCGrnvCUMpZzeaAoyxTTz5P7OCRc4a4iRHGkZUwoC1FrpsJbN83ZMHbR8105UmUkw_8jy7rSrhj3G,Miku Hatsune (Nightcord at 25:00),Nightcord at 25:00,Trading Cards - Wafer,false,,Series 2,,,1,wafer-series-2 initial-3*,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv94kvLj-I5dnCAva6ODSSYyrpxAtAkziw7kRTw-SQpQ8JcPsT_1J1NOnWkBcOw1ddn2E2xW_ca2XVyOhpEa0z_VJgLydyE4hdlWUqvJKAp5sakQNl5FVCcFR7q1gKQ4uKymj9ezjGgmJgb0tlQFA9wZVi0nyW7dnXSHfdEKGTePdpXmL4j2jMUIElXB6Bp3gefQaBps3,miku-hatsune virtual-singer miku-hatsune-nightcord-at-25 nightcord-at-25 nightcord niigo tcg cards trading-cards wafer,"#33CCBA"
814,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv96GdPV2Kwr6TiupD-kLHiOxt1PxnpSQFrMzaaM115HX7MIjpMFLzHJs8d0sXvifI1v3NxU542GpWq7AgxLhWDhzl7rLRhUeFPgw65TuUEnd9TkJuyIJ3oK2BGWoeERP1cYGJDkF3eAQISb8_XRnzdsKtF_rZpCndL4TYkjxIFA3FmpicOS1-YjnD4JnY3kEFaBX-bas,Miku Hatsune (Nightcord at 25:00),Nightcord at 25:00,Trading Cards - Wafer,false,,Series 2,,,1,wafer-series-2,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv941sy2Og8KUVDVXEpRnFTv02ZaNX2vZTjvCHTxXxijJ0nkkcRAiOjY5V3pnFLXKoik8cbmud9kohQqAc9Nu-LOI5hiWkENR-tiwvyamyQSWYIQH5LwIYfjTitXM6K1-HF7kvhN9b87IbPN7q9eC5KgCri_Lvh-rP2_-Y4ISacHVIyX5IPeEp_RJ1cc64scTTTkagy8A,miku-hatsune virtual-singer miku-hatsune-nightcord-at-25 nightcord-at-25 nightcord niigo tcg cards trading-cards wafer,"#33CCBA"
815,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv95YepddHowaTwu_1XnsIncyswhMjWyVRgSZmUzkum7y-4yRO8sl42nPVt5A1SZIm3A62MI0EbqJ8SLIm5YKtMxvlLI9EhfdwxQt73x-HT6u4qbmadsiW6idLCKCLU6zN3Vkinrg46Y3-B9Z938p5xesqFAiW7rBQAD3240t68HSnIuuVaaXBhGhvF68vPhQXoDmj7-1,Len Kagamine (Wonderlands×Showtime),Wonderlands×Showtime,Trading Cards - Wafer,false,,Series 2,,,1,wafer-series-2,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv96DsHvp8fjO7SymgBzL6CT0K9EJsnZhYNUORtl982wYjs1JSulJST33LXGu5mr-wTY0E9CQV9XWbTA-oMsXroEeQZ4Z9-w9X48whhUp63CP7coNsocoIMrFCA75-xJDOzN0U-8NjgSSjNv2VsTT1ndgeNUlDuRmKYhWlAWCcgiiFqbJ0wkwp3A_9N_U7y0yxJUJxvAr,len-kagamine virtual-singer len-kagamine-wonderlands-x-showtime wonderlands-x-showtime wxs wandasho tcg cards trading-cards wafer,"#FFEE12"
816,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv95T3b-81q5NwCzojRTRqmXNt0Q38ReskfSJun_xe8ZBIWWi7gji1F1r0PHOTEYtNINUlKge_sH2X0fSH4UgPocpi4R0TAEHud5qJ-8EhjXOEcA_6tR0EMdye4MwrDgQ5DK9_sE6gLsSyJMElxLNAm7sd-o6tSau14K085JWReLjHFoHvezWwslTi7oCk9s2ZbNPdKGz,Luka Megurine (MORE MORE JUMP!),MORE MORE JUMP!,Trading Cards - Wafer,false,,Series 2,,,1,wafer-series-2,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv97noM8n7oIQrwwPcEUWspDBNuX2aLS0os3HCqIOUkHhilsjxQptgRglgnrH9wlPbuhaIRAkrxIlNCTXc-1TFTz2XeSGhIb6AR9SrCpQzD5uMe8qK9aQIcdB9OT_IJTLu8EZ94yCGwSwUeVIdhEXPZSgzSHACFrLA1xzBLt-JFNvFOoWBC51c3O3bLGZ9cn9sV-OZbPm,luka-megurine virtual-singer luka-megurine-more-more-jump more-more-jump mmj momojan tcg cards trading-cards wafer,"#FFBACC"
817,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv96U32njC4j7tDaLN6M1BJ4kZptUUQf3SIUfFgrP3Knyy3JzfCzbsRdnc8fsj9z72mWw5Z-QQxObTJn9mdZCLuyDFDreBLNjubjc41px2uWVV7AuXCfpIJ9p7WpEY_wJUwxl_vZkQtDyuv4xNGy9yPdB079RLs4EU3QKTrC32XyF70CUZTO87r0MhmkqGd-N7tj30pa5,MEIKO (Leo/need),Leo/need,Trading Cards - Wafer,false,,Series 2,,,1,wafer-series-2,https://mementoserver-hrd.appspot.com/blob/get?blob=AMIfv97ix80UxGhOFSbncH2okLv2P28HTTvuwBB6tLNeRc2ydTMlN3rQUsSgKgrhe1-0kYgnMT8ZgfoS8lwvjUbJLsjhV7PvRuObvLzHzC9XNu4x6FoNs8_1CXPJYJomh2dSkZQ5xHkgjdcyZf8olu0vBRf8Ya86DNAdT1FTBD1dgwzw0RZevDi6V9rdBGN43RU_5Nz8aaTq,meiko virtual-singer meiko-leo-need leo-need leoni tcg cards trading-cards wafer,"#DE4444"
